Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate,Date
September,Economy,UK,UK,418.28,BRITISH AIRWAYS,Private Office,07/09/12
October,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,31/05/12
October,Economy,UK,UK,312.5,BMI,Strategy & International Group,11/02/12
November,Economy,UK,UK,131.8,BRITISH AIRWAYS,Strategic Director Border,27/09/12
September,Economy,UK,UK,89.92,FLYBE BRITISH EUROPEAN,Strategic Director Border,15/11/11
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,09/02/12
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,28/05/12
September,Economy,UK,UK,85.24,EASYJET,Private Office,12/01/12
September,Business Class,UK,UK,335.29,BRITISH AIRWAYS,HROD,29/02/12
September,Economy,UK,UK,89.92,FLYBE BRITISH EUROPEAN,Strategic Director Border,27/08/11
October,Economy,UK,UK,75.29,EASYJET,Crime & Policing Group,10/05/12
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,20/11/11
October,Economy,UK,UK,49.5,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,12/05/12
October,Business Class,UK,UK,175.83,BRITISH AIRWAYS,HROD,18/10/11
September,Business Class,UK,UK,310.29,BRITISH AIRWAYS,Immigration Group,31/12/11
October,Economy,UK,UK,95.77,FLYBE BRITISH EUROPEAN,Strategic Director Border,10/05/11
October,Economy,UK,UK,95.28,FLYBE BRITISH EUROPEAN,Strategic Director Border,26/10/11
September,Economy,UK,UK,174.81,AER LINGUS,Strategic Director Border,26/11/11
October,Economy,UK,UK,129.84,BRITISH AIRWAYS,Strategic Director Border,24/09/12
September,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategic Director Border,11/03/12
October,Economy,UK,UK,127.55,FLYBE BRITISH EUROPEAN,Strategic Director Border,26/08/12
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,24/10/11
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Crime & Policing Group,11/11/11
September,Economy,UK,UK,134.84,BRITISH AIRWAYS,Immigration Group,17/06/12
October,Economy,UK,UK,166.54,FLYBE BRITISH EUROPEAN,SIG,21/08/11
October,Economy,UK,UK,128.77,FLYBE BRITISH EUROPEAN,Strategic Director Border,06/09/12
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,07/04/11
September,Economy,UK,UK,133.81,FLYBE BRITISH EUROPEAN,Immigration Group,22/04/12
October,Economy,UK,UK,104.63,FLYBE BRITISH EUROPEAN,Immigration Group,26/07/11
September,Business Class,UK,UK,112.99,BRITISH AIRWAYS,HROD,03/05/12
October,Economy,UK,UK,136.63,FLYBE BRITISH EUROPEAN,Immigration Group,01/02/12
October,Economy,UK,UK,35.85,BRITISH AIRWAYS,Resource Management Group,11/07/11
September,Economy,UK,UK,153.29,BRITISH AIRWAYS,Strategic Director Border,06/06/11
September,Economy,UK,UK,137.53,EASYJET,Strategic Director Border,30/01/12
September,Economy,UK,UK,205.26,FLYBE BRITISH EUROPEAN,Crime & Policing Group,19/05/12
October,Economy,UK,UK,171.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,28/05/12
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group,16/11/11
November,Economy,UK,UK,121.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group,03/09/12
September,Economy,UK,UK,187.92,BRITISH AIRWAYS,Strategic Director Border,19/01/11
September,Economy,UK,UK,160.69,FLYBE BRITISH EUROPEAN,Resource Management Group,27/06/11
October,Economy,UK,UK,237.26,FLYBE BRITISH EUROPEAN,Immigration Group,09/06/11
September,Economy,UK,UK,118.7,FLYBE BRITISH EUROPEAN,Policy & Strategy,05/07/12
October,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,10/06/12
October,Economy,UK,UK,75,FLYBE BRITISH EUROPEAN,Strategic Director Border,09/01/11
September,Economy,UK,UK,160.69,FLYBE BRITISH EUROPEAN,Resource Management Group,21/01/11
October,Economy,UK,UK,91.55,FLYBE BRITISH EUROPEAN,Strategic Director Border,23/03/11
September,Economy,UK,UK,190.63,FLYBE BRITISH EUROPEAN,Immigration Group,25/06/12
October,Economy,UK,UK,95.77,FLYBE BRITISH EUROPEAN,Strategic Director Border,16/06/12
September,Economy,UK,UK,84.85,FLYBE BRITISH EUROPEAN,Strategic Director Border,05/06/11
September,Economy,UK,UK,223,EASTERN AIRWAYS,Immigration Group,19/09/11
October,Economy,UK,UK,300.69,BMI,Crime & Policing Group,03/05/12
September,Business Class,UK,UK,401.28,BRITISH AIRWAYS,Strategic Director Border,07/09/12
September,Business Class,UK,UK,371.28,BRITISH AIRWAYS,Strategic Director Border,02/05/12
September,Economy,UK,UK,206.54,FLYBE BRITISH EUROPEAN,Policy & Strategy,14/08/11
October,Economy,UK,UK,181.99,FLYBE BRITISH EUROPEAN,Immigration Group,16/09/11
October,Economy,UK,UK,178.28,BRITISH AIRWAYS,Strategic Director Border,28/03/11
October,Economy,UK,UK,141.5,BMI,Strategy & International Group,14/01/11
September,Economy,UK,UK,146.63,FLYBE BRITISH EUROPEAN,Immigration Group,03/09/12
September,Economy,UK,UK,264.23,BRITISH AIRWAYS,Strategic Director Border,04/01/11
October,Economy,UK,UK,118.68,BMI,Strategic Director Border,02/06/12
September,Economy,UK,UK,139.85,BRITISH AIRWAYS,Policy & Strategy,15/09/11
September,Economy,UK,UK,120.7,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,02/09/12
September,Economy,UK,UK,97.25,BRITISH AIRWAYS,SIG,30/06/12
September,Economy,UK,UK,235.05,AIR FRANCE,OSCT,07/06/12
September,Economy,UK,UK,97.06,FLYBE BRITISH EUROPEAN,Strategic Director Border,10/07/11
September,Economy,UK,UK,88.6,FLYBE BRITISH EUROPEAN,Strategic Director Border,25/11/11
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,27/09/11
October,Economy,UK,UK,180.04,FLYBE BRITISH EUROPEAN,Immigration Group,21/02/12
September,Economy,UK,UK,60,BRITISH AIRWAYS,Strategy & International Group,15/02/11
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,11/03/11
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,06/12/11
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,07/04/12
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,OSCT,15/01/12
October,Economy,UK,UK,105.3,BRITISH AIRWAYS,OSCT,27/09/12
September,Economy,UK,UK,140,FLYBE BRITISH EUROPEAN,Strategic Director Border,04/12/11
September,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Immigration Group,08/05/11
September,Business Class,UK,UK,107.92,BRITISH AIRWAYS,Strategic Director Border,02/09/12
September,Economy,UK,UK,114.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,17/04/11
September,Economy,UK,UK,110.92,FLYBE BRITISH EUROPEAN,Strategic Director Border,26/03/11
September,Economy,UK,UK,70.5,FLYBE BRITISH EUROPEAN,Strategic Director Border,19/11/11
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group,10/09/11
October,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,25/01/12
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Crime & Policing Group,14/02/11
September,Economy,UK,UK,86,BRITISH AIRWAYS,Criminal & Detention Group,24/12/11
September,Economy,UK,UK,185.29,BRITISH AIRWAYS,Strategic Director Border,27/03/11
September,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Strategic Director Border,01/08/12
October,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,18/10/11
September,Economy,UK,UK,101.2,FLYBE BRITISH EUROPEAN,Crime & Policing Group,13/11/11
September,Economy,UK,UK,211.91,FLYBE BRITISH EUROPEAN,OSCT,14/07/11
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,17/08/11
September,Economy,UK,UK,121.17,BRITISH AIRWAYS,Crime & Policing Group,17/01/12
September,Economy,UK,UK,303.23,BRITISH AIRWAYS,Strategic Director Border,15/08/12
September,Economy,UK,UK,106.53,EASYJET,Strategic Director Border,03/04/11
September,Economy,UK,UK,119,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,08/07/11
October,Business Class,UK,UK,282.28,BRITISH AIRWAYS,Strategic Director Border,04/11/11
September,Economy,UK,UK,223.92,FLYBE BRITISH EUROPEAN,OSCT,06/09/11
September,Economy,UK,UK,184.06,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,20/07/12
September,Economy,UK,UK,161.9,FLYBE BRITISH EUROPEAN,Crime & Policing Group,22/05/11
October,Economy,UK,UK,35.85,BRITISH AIRWAYS,Immigration Group,09/02/12
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,05/01/12
September,Business Class,UK,UK,176.84,BRITISH AIRWAYS,HROD,02/03/11
September,Economy,UK,UK,69.92,FLYBE BRITISH EUROPEAN,Strategic Director Border,24/02/11
September,Economy,UK,UK,515.28,BRITISH AIRWAYS,Resource Management Group,26/02/12
September,Economy,UK,UK,175.04,FLYBE BRITISH EUROPEAN,Strategic Director Border,24/04/12
October,Economy,UK,UK,162.22,BRITISH AIRWAYS,Strategic Director Border,11/11/11
September,Economy,UK,UK,84.92,FLYBE BRITISH EUROPEAN,Strategic Director Border,21/04/12
September,Economy,UK,UK,10,FLYBE BRITISH EUROPEAN,Immigration Group,20/06/12
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group,27/08/12
September,Economy,UK,UK,156.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group,05/02/12
September,Economy,UK,UK,241.84,BRITISH AIRWAYS,Immigration Group,16/03/12
October,Economy,UK,UK,117.63,FLYBE BRITISH EUROPEAN,Immigration Group,07/08/11
September,Economy,UK,UK,130.84,BRITISH AIRWAYS,Criminal & Detention Group,02/10/11
September,Economy,UK,UK,60,BRITISH AIRWAYS,International Group,27/04/11
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group,08/07/11
December,Economy,UK,UK,124.89,BRITISH AIRWAYS,Crime & Policing Group,06/04/12
September,Economy,UK,UK,117.77,BRITISH AIRWAYS,Crime & Policing Group,07/05/11
October,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,30/04/12
September,Economy,UK,UK,85.5,FLYBE BRITISH EUROPEAN,Immigration Group,10/05/12
September,Economy,UK,UK,51.27,FLYBE BRITISH EUROPEAN,Immigration Group,13/07/11
October,Economy,UK,UK,97.06,FLYBE BRITISH EUROPEAN,Strategic Director Border,09/04/12
September,Economy,UK,UK,211.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group,19/02/12
October,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,08/04/11
October,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,13/03/12
September,Economy,UK,UK,65.92,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,08/12/11
September,Economy,UK,UK,241.84,BRITISH AIRWAYS,Immigration Group,09/02/11
September,Economy,UK,UK,105.92,BRITISH AIRWAYS,Strategic Director Border,16/06/12
October,Economy,UK,UK,65.92,FLYBE BRITISH EUROPEAN,Strategic Director Border,03/03/11
October,Economy,UK,UK,98.53,EASYJET,Science & Research Group,07/02/11
November,Economy,UK,UK,60,BRITISH AIRWAYS,Strategic Director Border,30/08/11
October,Economy,UK,UK,95.28,FLYBE BRITISH EUROPEAN,Strategic Director Border,10/01/12
September,Economy,UK,UK,161.83,AER LINGUS,Strategic Director Border,27/03/11
October,Economy,UK,UK,85,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,14/05/12
November,Economy,UK,UK,185.28,BRITISH AIRWAYS,International Group,24/08/11
December,Economy,UK,UK,124.89,BRITISH AIRWAYS,Crime & Policing Group,01/05/12
October,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,22/05/11
September,Economy,UK,UK,93.85,BRITISH AIRWAYS,Resource Management Group,22/06/12
October,Economy,UK,UK,128.77,FLYBE BRITISH EUROPEAN,Strategic Director Border,13/07/12
October,Economy,UK,UK,201.26,FLYBE BRITISH EUROPEAN,Science & Research Group,28/07/12
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,HROD,04/04/12
October,Economy,UK,UK,132.83,BRITISH AIRWAYS,Strategic Director Border,27/03/12
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,29/09/11
October,Economy,UK,UK,84.99,BRITISH AIRWAYS,Crime & Policing Group,14/03/11
September,Economy,UK,UK,250.91,FLYBE BRITISH EUROPEAN,Strategic Director Border,15/05/11
October,Economy,UK,UK,151.83,AER LINGUS,Strategic Director Border,23/02/11
October,Economy,UK,UK,84.99,BRITISH AIRWAYS,Crime & Policing Group,17/07/12
October,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,28/02/11
October,Economy,UK,UK,145.23,BRITISH AIRWAYS,Strategic Director Border,05/08/11
September,Economy,UK,UK,238.54,FLYBE BRITISH EUROPEAN,Resource Management Group,07/12/11
September,Economy,UK,UK,226.5,BMI,Crime & Policing Group,08/05/12
October,Economy,UK,UK,99.29,BRITISH AIRWAYS,Finance & Commercial Group,26/02/11
October,Economy,UK,UK,128.77,FLYBE BRITISH EUROPEAN,Strategic Director Border,04/05/12
October,Economy,UK,UK,97.84,BRITISH AIRWAYS,Immigration Group,21/04/11
October,Economy,UK,UK,146.63,FLYBE BRITISH EUROPEAN,Immigration Group,29/03/12
October,Economy,UK,UK,244.26,FLYBE BRITISH EUROPEAN,Immigration Group,24/06/12
October,Business Class,UK,UK,335.29,BRITISH AIRWAYS,Strategic Director Border,06/08/12
September,Business Class,UK,UK,222.84,BRITISH AIRWAYS,Resource Management Group,07/05/12
September,Economy,UK,UK,83.7,FLYBE BRITISH EUROPEAN,Policy & Strategy,07/12/11
October,Economy,UK,UK,99.71,FLYBE BRITISH EUROPEAN,Immigration Group,14/08/12
October,Economy,UK,UK,96.99,BRITISH AIRWAYS,Strategic Director Border,02/11/11
October,Economy,UK,UK,88.84,BRITISH AIRWAYS,HROD,30/07/12
October,Economy,UK,UK,418.28,BRITISH AIRWAYS,Immigration Group,14/03/12
October,Economy,UK,UK,100.91,FLYBE BRITISH EUROPEAN,HROD,18/05/12
October,Economy,UK,UK,211.91,FLYBE BRITISH EUROPEAN,Strategic Director Border,16/04/11
September,Economy,UK,UK,253.84,BRITISH AIRWAYS,HROD,01/01/12
October,Economy,UK,UK,95.77,FLYBE BRITISH EUROPEAN,Strategic Director Border,28/11/11
September,Economy,UK,UK,304.4,BMI,Strategic Director Border,20/09/12
October,Economy,UK,UK,128.77,FLYBE BRITISH EUROPEAN,Strategic Director Border,11/09/11
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,03/05/11
September,Economy,UK,UK,146.91,FLYBE BRITISH EUROPEAN,Strategic Director Border,15/12/11
September,Economy,UK,UK,121.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group,24/08/11
September,Economy,UK,UK,121.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group,04/07/11
September,Economy,UK,UK,121.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group,27/12/11
September,Economy,UK,UK,121.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group,23/12/11
September,Economy,UK,UK,243.84,BRITISH AIRWAYS,Resource Management Group,24/05/11
October,Economy,UK,UK,138.4,BMI,Immigration Group,19/08/11
October,Economy,UK,UK,152.83,BRITISH AIRWAYS,Resource Management Group,20/06/11
October,Economy,UK,UK,165.29,BRITISH AIRWAYS,HROD,30/01/11
October,Economy,UK,UK,88.4,BMI,Strategic Director Border,24/01/11
September,Economy,UK,UK,84.6,FLYBE BRITISH EUROPEAN,Strategic Director Border,06/05/11
October,Economy,UK,UK,88.4,BMI,Strategic Director Border,27/05/12
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Crime & Policing Group,16/08/11
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,14/05/12
October,Economy,UK,UK,100.91,FLYBE BRITISH EUROPEAN,HROD,05/08/11
October,Economy,UK,UK,178.84,BRITISH AIRWAYS,Immigration Group,30/03/11
September,Economy,UK,UK,96.98,BRITISH AIRWAYS,Resource Management Group,30/01/11
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Crime & Policing Group,17/02/11
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Crime & Policing Group,31/01/11
September,Economy,UK,UK,134.84,BRITISH AIRWAYS,Immigration Group,08/11/11
September,Business Class,UK,UK,183.84,BRITISH AIRWAYS,Strategic Director Border,06/02/11
September,Economy,UK,UK,286.4,BMI,Strategic Director Border,15/09/11
September,Business Class,UK,UK,265.29,BRITISH AIRWAYS,Strategy & International Group,26/05/11
September,Business Class,UK,UK,180,BRITISH AIRWAYS,Strategy & International Group,07/04/12
September,Economy,UK,UK,60,BRITISH AIRWAYS,Strategy & International Group,20/02/12
September,Business Class,UK,UK,206.84,BRITISH AIRWAYS,Criminal & Detention Group,19/12/11
October,Economy,UK,UK,66.98,FLYBE BRITISH EUROPEAN,OSCT,22/07/12
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,OSCT,29/01/11
October,Economy,UK,UK,260.29,BRITISH AIRWAYS,Criminal & Detention Group,17/04/11
October,Economy,UK,UK,178.84,BRITISH AIRWAYS,Strategic Director Border,11/10/11
October,Economy,UK,UK,231.04,FLYBE BRITISH EUROPEAN,Resource Management Group,30/01/11
October,Economy,UK,UK,119.5,BMI,Strategic Director Border,15/03/12
October,Economy,UK,UK,105.29,BRITISH AIRWAYS,Criminal & Detention Group,23/02/12
October,Economy,UK,UK,349.28,BRITISH AIRWAYS,Strategic Director Border,08/07/12
June,Economy,UK,UK,37,BRITISH AIRWAYS,Policy & Strategy,21/08/11
September,Economy,UK,UK,260.29,BRITISH AIRWAYS,Criminal & Detention Group,24/10/11
October,Economy,UK,UK,77.5,FLYBE BRITISH EUROPEAN,Resource Management Group,08/07/12
October,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,27/10/11
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,11/05/11
October,Economy,UK,UK,204.5,BMI,Crime & Policing Group,18/03/11
October,Economy,UK,UK,170.29,BRITISH AIRWAYS,Strategic Director Border,21/03/11
October,Economy,UK,UK,70.85,BRITISH AIRWAYS,Criminal & Detention Group,25/07/11
November,Economy,UK,UK,97.35,BRITISH AIRWAYS,Criminal & Detention Group,05/06/11
October,Economy,UK,UK,114.91,FLYBE BRITISH EUROPEAN,OSCT,28/01/11
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group,28/02/11
September,Economy,UK,UK,170.83,BRITISH AIRWAYS,Immigration Group,29/06/11
October,Economy,UK,UK,99.71,FLYBE BRITISH EUROPEAN,Immigration Group,11/08/12
October,Economy,UK,UK,423.28,BRITISH AIRWAYS,OSCT,28/08/12
September,Economy,UK,UK,220.98,BRITISH AIRWAYS,Private Office,17/12/11
November,Economy,UK,UK,97.35,BRITISH AIRWAYS,Criminal & Detention Group,23/03/12
October,Economy,UK,UK,109.91,FLYBE BRITISH EUROPEAN,OSCT,14/03/11
October,Economy,UK,UK,113.5,FLYBE BRITISH EUROPEAN,SIG,29/05/12
October,Economy,UK,UK,364.6,BMI,Strategic Director Border,14/04/11
October,Economy,UK,UK,89.91,FLYBE BRITISH EUROPEAN,Science & Research Group,03/01/12
October,Economy,UK,UK,170.29,BRITISH AIRWAYS,Finance & Commercial Group,26/03/12
October,Economy,UK,UK,98.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,17/09/12
October,Economy,UK,UK,69.88,FLYBE BRITISH EUROPEAN,Strategic Director Border,17/05/11
October,Economy,UK,UK,70.85,BRITISH AIRWAYS,Criminal & Detention Group,11/02/12
October,Economy,UK,UK,81.85,BRITISH AIRWAYS,Group HR,20/04/11
September,Business Class,UK,UK,275.29,BRITISH AIRWAYS,HROD,27/06/11
October,Economy,UK,UK,310.69,BMI,Crime & Policing Group,11/04/12
September,Business Class,UK,UK,290.29,BRITISH AIRWAYS,HROD,15/01/12
September,Business Class,UK,UK,290.29,BRITISH AIRWAYS,HROD,12/09/12
October,Economy,UK,UK,95.85,BRITISH AIRWAYS,Immigration Group,17/07/12
October,Economy,UK,UK,55.85,FLYBE BRITISH EUROPEAN,Strategic Director Border,02/05/11
September,Economy,UK,UK,170.83,BRITISH AIRWAYS,Immigration Group,10/07/12
October,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,05/03/11
October,Economy,UK,UK,98.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,12/05/12
October,Business Class,UK,UK,292.28,BRITISH AIRWAYS,Strategic Director Border,02/05/12
October,Economy,UK,UK,170.83,BRITISH AIRWAYS,Resource Management Group,19/06/12
October,Economy,UK,UK,50.92,FLYBE BRITISH EUROPEAN,Strategic Director Border,16/02/12
October,Economy,UK,UK,289.4,BMI,Strategic Director Border,10/04/11
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Science & Research Group,04/02/11
October,Business Class,UK,UK,222.84,BRITISH AIRWAYS,Criminal & Detention Group,25/02/11
October,Economy,UK,UK,65,FLYBE BRITISH EUROPEAN,Strategic Director Border,16/01/11
October,Economy,UK,UK,153.77,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,07/04/11
September,Economy,UK,UK,81.85,BRITISH AIRWAYS,Crime & Policing Group,20/07/12
September,Economy,UK,UK,260.29,BRITISH AIRWAYS,Criminal & Detention Group,21/02/11
November,Economy,UK,UK,50.98,FLYBE BRITISH EUROPEAN,OSCT,03/09/11
December,Economy,UK,UK,89.91,FLYBE BRITISH EUROPEAN,Strategic Director Border,19/09/11
October,Economy,UK,UK,52.41,FLYBE BRITISH EUROPEAN,Resource Management Group,20/08/12
October,Economy,UK,UK,182.99,BRITISH AIRWAYS,HROD,17/06/11
October,Economy,UK,UK,167.84,BRITISH AIRWAYS,Strategic Director Border,17/01/12
October,Business Class,UK,UK,230.77,BRITISH AIRWAYS,OSCT,03/03/11
October,Economy,UK,UK,83.85,BRITISH AIRWAYS,Immigration Group,26/07/11
October,Economy,UK,UK,96.98,BRITISH AIRWAYS,Immigration Group,22/09/12
October,Economy,UK,UK,144.91,FLYBE BRITISH EUROPEAN,Strategic Director Border,25/04/11
October,Economy,UK,UK,138.28,BRITISH AIRWAYS,UKBA,09/06/11
October,Business Class,UK,UK,259.84,BRITISH AIRWAYS,HROD,15/01/11
October,Economy,UK,UK,89.91,FLYBE BRITISH EUROPEAN,Science & Research Group,07/06/11
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Science & Research Group,28/05/12
October,Economy,UK,UK,95.77,FLYBE BRITISH EUROPEAN,OSCT,05/03/11
September,Economy,UK,UK,159.3,BRITISH AIRWAYS,Strategic Director Border,08/09/12
October,Economy,UK,UK,196.9,FLYBE BRITISH EUROPEAN,Crime & Policing Group,20/09/11
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Policy & Strategy,27/03/11
October,Economy,UK,UK,231.9,FLYBE BRITISH EUROPEAN,Policy & Strategy,02/11/11
November,Economy,UK,UK,8,BRITISH AIRWAYS,Strategic Director Border,20/06/12
October,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Crime & Policing Group,21/04/11
